1291,120,8180,405,1142,50,6189,131,56,295,195,200,4168,37,40,1,
1453,221,8185,25,1347,121,6271,127,28,317,210,83,4013,61,27,11,
1722,67,7138,215,1176,56,5786,167,49,355,250,515,4721,167,105,11,
1757,229,6969,249,1384,125,5878,167,105,355,189,522,4419,44,97,11,
1380,81,8335,56,1190,125,6059,31,74,355,204,418,4014,99,68,11,
1521,11,7986,577,706,11,7073,57,10,230,117,179,4000,11,10,1,
1412,185,8179,403,1162,50,6320,167,35,355,39,49,4030,57,46,11,
1458,11,8656,247,209,11,6958,29,10,199,170,399,4112,20,10,1,
1731,51,8239,90,1064,125,5689,122,45,355,250,79,4388,156,105,11,
932,169,8932,214,232,49,6720,104,29,295,186,231,4351,26,29,1,
1560,148,8401,210,789,36,6689,83,18,249,190,14,4081,13,13,6,
1458,11,8131,101,1516,29,6479,90,10,261,163,205,4024,11,10,1,
1476,11,8357,11,831,120,6558,151,94,350,11,239,4122,157,11,1,
1610,166,8319,32,907,73,6689,30,10,266,99,11,4266,11,10,1,
1584,217,7930,80,1590,11,6292,28,10,305,213,103,4030,96,10,1,
1561,144,8258,744,621,11,6036,11,10,308,206,243,4293,43,10,1,
1772,155,7194,149,983,125,6038,162,60,355,202,522,4681,59,32,11,
1763,245,7862,11,1768,11,5863,11,10,350,246,233,4014,11,100,2,
1695,64,8056,304,1366,11,6010,26,10,328,181,176,4048,143,81,1,
1462,154,7960,513,1344,84,6285,17,14,320,200,11,4066,16,49,5,
1527,11,8559,11,1003,11,6598,11,10,274,181,279,4003,11,10,1,
1340,34,8473,34,1085,125,6311,167,33,272,250,117,4044,167,37,11,
853,194,8938,154,553,28,6112,41,31,306,189,246,4784,48,22,1,
1235,155,8176,685,1011,46,6589,83,10,253,144,11,4022,69,10,1,
1555,11,8395,116,1295,11,5978,105,10,340,245,261,4000,158,19,1,
1178,110,8263,292,1296,11,6618,34,25,342,112,14,4119,75,10,1,
1007,164,8869,172,803,11,6470,46,90,308,232,126,4180,11,10,1,
1603,11,8060,246,1449,11,6191,46,12,349,126,165,4181,38,11,1,
1558,207,8378,283,1166,11,6249,28,10,299,180,11,4098,11,10,1,
1752,179,7033,155,1026,105,5982,88,57,330,188,483,4978,100,43,1,
1405,234,8142,484,816,47,6183,153,48,340,127,223,4104,151,42,1,
1220,160,8258,396,951,36,6547,70,10,256,149,425,4000,11,10,1,
1589,72,8026,59,1715,42,5684,53,45,355,250,323,4048,167,61,11,
1239,163,8337,688,965,17,6242,91,17,327,227,20,4030,66,70,1,
1678,235,8207,11,919,114,5786,67,97,345,245,514,4211,52,10,9,
1772,92,7021,724,1356,125,5833,144,39,355,193,498,4265,41,31,11,
1117,217,9000,278,493,124,5819,167,52,355,248,194,4203,167,55,11,
1390,71,8087,71,1678,108,6077,63,64,291,234,113,4076,91,75,11,
1772,100,7954,203,1248,41,5999,68,85,355,198,224,4099,60,83,11,
1616,11,8659,383,11,11,6869,12,10,238,146,360,4136,27,10,1,
1714,187,8179,74,817,11,6700,11,33,273,118,316,4045,11,10,1,
1722,196,7088,11,1414,27,6037,11,59,296,250,522,4717,80,69,1,
1713,232,7899,94,1144,11,6432,121,10,300,128,191,4076,138,10,1,
1523,115,8313,100,1238,123,5754,144,24,353,246,519,4000,32,10,6,
1098,180,8388,495,1124,65,6134,100,41,306,190,144,4098,97,39,1,
1485,205,8099,207,1240,11,6413,11,10,302,196,73,4197,11,39,1,
1711,151,8110,244,950,11,6670,21,10,273,81,64,4182,11,10,1,
1626,179,7973,167,1290,14,6273,14,26,305,215,286,4062,52,17,1,
1583,99,8159,163,1316,77,6351,13,10,304,216,180,4006,11,11,1,
1353,84,8038,309,1605,96,6273,11,10,307,226,166,4000,11,10,1,
1758,133,7098,341,1060,113,5860,55,52,345,238,512,4719,121,92,3,
1695,174,8636,239,11,11,6290,82,10,295,190,463,4280,76,47,1,
1711,11,7248,668,846,11,7035,112,48,293,11,410,4000,33,62,1,
1724,50,8112,522,809,38,6381,56,38,310,205,41,4026,129,48,11,
1684,226,7193,287,1366,99,6037,101,86,335,176,461,4294,103,51,1,
1341,156,8205,208,1192,23,6389,60,105,354,112,120,4087,80,57,11,
1772,196,7035,32,1204,31,6147,31,96,330,242,478,4803,32,60,11,
1711,176,8398,244,849,11,6597,11,10,310,58,11,4000,103,10,1,
1465,11,8481,11,839,11,7265,11,10,229,116,29,4000,11,10,1,
1499,11,8139,389,1212,11,6294,11,10,306,165,369,4041,11,31,1,
1759,132,7994,648,786,113,6087,87,10,337,145,232,4065,94,10,1,
1697,184,8106,130,772,32,6615,104,21,274,157,253,4017,105,22,11,
1419,11,8110,443,1300,77,6275,11,20,311,154,265,4082,11,10,1,
1762,202,7194,218,1439,111,6155,163,91,348,91,357,4256,20,92,1,
1418,73,8466,252,809,11,6641,11,10,282,90,357,4058,11,10,1,
1748,178,7106,39,1199,41,5929,123,52,355,193,415,5002,71,40,9,
808,122,9000,76,1086,21,5930,16,105,355,250,312,4227,167,14,11,
1772,68,7910,78,1551,125,5707,167,105,355,250,93,4157,85,66,11,
1586,188,7653,552,1029,70,6141,64,86,326,162,354,4097,84,97,11,
1727,90,7246,792,1102,53,5984,103,92,346,204,272,4348,46,84,11,
1343,204,8018,539,1157,87,6567,20,32,305,37,151,4005,17,13,5,
1684,162,8125,294,685,11,6688,11,10,275,76,437,4020,11,10,1,
996,11,8690,374,967,11,6276,11,10,288,174,391,4244,46,10,1,
1345,225,7892,482,1447,108,6374,20,16,315,108,79,4005,20,57,7,
1453,11,8505,40,998,28,6941,11,10,269,11,201,4000,11,10,1,
1524,37,8551,118,1156,11,6208,11,10,332,211,309,4000,11,10,1,
1224,148,8408,275,799,11,7102,11,10,269,143,11,4000,78,10,1,
1313,190,8194,318,1098,63,6430,88,35,273,172,165,4104,11,45,1,
1318,127,8284,11,1194,11,6947,11,10,241,127,197,4000,11,10,1,
1593,132,7471,362,1161,120,5971,122,105,355,250,228,4349,167,103,11,
1652,241,7159,40,1262,105,5851,155,98,344,229,505,4746,40,72,1,
1644,115,7829,261,1579,83,6346,11,10,310,98,11,4140,11,51,1,
1340,11,8496,367,737,90,6623,71,72,318,11,177,4110,11,65,1,
1201,11,8859,137,290,11,7328,24,10,196,11,124,4276,11,10,1,
1772,224,7044,190,1684,113,5999,167,57,355,250,54,4452,64,64,11,
1772,250,7042,459,1246,125,5919,167,73,355,250,522,4129,90,90,11,
1539,102,8538,91,240,11,7162,11,10,217,129,11,4417,11,10,1,
1731,71,7898,24,1515,63,6400,103,22,314,211,33,4092,11,11,1,
1553,11,8430,11,669,11,7451,35,10,207,45,11,4000,45,10,1,
1753,238,7019,178,966,89,5848,164,88,355,249,522,4771,144,105,11,
1372,249,7879,525,1768,11,5648,93,35,354,247,107,4000,102,102,8,
1772,250,8055,343,780,120,5947,121,105,355,250,80,4042,167,102,11,
1717,187,7118,647,1381,70,6182,15,12,301,189,157,4397,80,46,1,
1636,164,8106,199,1052,44,6449,121,83,320,146,37,4046,44,42,11,
913,206,8912,177,1285,11,6040,75,73,315,215,172,4084,11,10,1,
1703,67,8017,414,972,41,6635,25,26,294,183,30,4024,27,31,11,
1767,250,6915,436,1166,125,5832,167,105,355,191,522,4457,96,105,11,
1772,210,7092,364,996,73,5884,11,105,355,182,522,4652,166,105,11,
1606,64,8186,23,1174,11,6442,11,10,265,157,348,4181,11,10,1,
1687,11,8059,698,732,50,6666,11,10,288,151,101,4000,11,24,1,
1552,11,8241,74,1119,11,6833,52,10,307,125,74,4000,25,65,1,
1554,11,8281,435,1115,67,6207,11,10,319,133,268,4067,11,10,1,
1650,161,8083,235,749,11,7041,11,10,224,59,244,4000,11,10,1,
1468,24,7795,28,1078,67,6009,122,10,311,210,414,4908,11,44,1,
1692,165,7971,143,1152,11,6604,11,10,293,137,236,4053,11,10,1,
1273,39,8431,347,929,29,6725,64,29,290,42,242,4038,11,10,1,
1595,244,8135,142,805,100,6431,114,105,355,38,130,4131,72,92,11,
1086,115,8424,400,975,11,6668,11,10,242,161,375,4000,11,10,1,
1335,189,8360,186,891,11,6550,115,10,272,201,312,4000,11,56,1,
1500,11,8170,265,1354,11,6470,11,10,249,196,231,4000,11,10,1,
1233,89,8750,466,898,43,6050,48,96,354,169,36,4190,36,31,11,
1772,75,7962,96,1459,80,5696,121,105,355,250,185,4061,167,105,11,
1395,250,8307,21,1189,112,5848,69,63,344,247,19,4398,126,105,7,
1110,11,8670,11,1275,11,7021,11,10,213,124,11,4000,11,10,1,
1647,139,7900,206,1402,40,6286,59,56,327,136,123,4074,56,38,11,
1241,19,8250,58,1730,92,6133,27,24,317,186,252,4034,80,56,1,
1586,191,8225,226,1182,11,6437,39,71,329,31,99,4009,11,52,1,
1647,137,7916,363,1197,79,6317,25,10,319,107,95,4266,11,10,1,
1556,209,8120,318,849,11,6383,120,10,298,188,16,4282,113,26,1,
1657,159,7939,528,878,11,6487,127,59,272,199,65,4000,108,10,1,
1772,250,6937,189,1178,125,5790,167,105,355,250,522,4577,167,105,11,
1678,186,7169,631,829,57,6691,118,32,269,168,321,4187,119,34,11,
1351,229,7914,50,925,92,6176,55,10,353,81,503,4703,11,38,9,
1583,201,8128,177,1014,107,6381,11,77,296,152,102,4137,52,81,1,
1693,183,7118,13,1237,67,5915,35,105,355,181,434,4919,167,70,8,
1677,15,8130,372,944,81,6312,167,14,355,21,243,4052,15,97,5,
1752,227,7170,32,1247,96,6018,21,21,330,229,502,4737,35,82,1,
1650,123,7885,704,928,16,6579,49,10,249,148,81,4000,67,10,1,
1758,109,7066,88,1098,85,6235,84,78,338,240,512,4604,110,93,2,
1739,200,7330,704,1269,77,6159,109,53,322,193,159,4034,113,28,11,
1425,129,8159,33,1410,30,6458,38,33,336,126,30,4109,142,31,11,
1577,11,8312,215,1111,36,6551,32,10,294,100,197,4000,11,42,1,
1529,137,7971,711,1131,11,6200,66,48,314,160,11,4098,38,74,1,
1727,160,8268,290,903,28,5933,68,27,339,202,467,4013,35,29,11,
1772,185,7067,50,1277,51,5951,36,105,342,250,522,4620,156,105,11,
1593,156,7386,29,1199,26,5866,167,105,355,250,522,4645,167,26,8,
1726,56,8180,11,1129,96,6447,33,60,327,116,131,4107,70,10,1,
1642,11,7920,746,1090,15,6310,37,10,299,192,46,4023,112,46,1,
1671,50,7275,266,1220,37,5818,167,87,355,250,522,4570,139,62,11,
1690,99,7398,11,1183,11,5974,78,10,324,220,471,4799,151,80,1,
1445,194,8270,699,300,11,6390,115,68,309,198,479,4000,11,10,1,
1691,88,7855,476,1556,65,6108,11,10,325,204,11,4078,11,10,1,
1740,74,8041,166,1100,34,6334,122,41,333,225,74,4117,66,32,1,
1411,24,8434,239,747,71,6777,83,20,248,96,73,4168,73,25,11,
1745,197,7176,378,974,59,6028,28,37,309,220,445,4821,11,71,1,
1216,170,8268,179,1365,86,6238,11,75,317,190,138,4055,118,73,1,
1349,108,8329,46,1226,50,6392,42,87,334,126,267,4026,66,41,11,
1741,148,8179,120,866,112,5802,145,96,351,244,139,4473,42,41,1,
1226,11,8551,258,1112,70,6222,11,10,311,208,229,4190,15,75,1,
1772,250,8065,16,985,48,6115,144,105,355,250,66,4046,167,105,11,
1573,174,7817,138,1573,93,6341,88,31,336,95,109,4001,86,41,4,
1519,227,7467,70,1002,45,6160,11,87,339,147,505,4808,75,37,1,
1617,153,7422,520,1087,125,5953,39,105,355,200,469,4223,167,54,11,
1621,236,7919,453,919,11,6381,142,10,258,237,11,4269,22,10,1,
1735,207,7280,219,1045,71,5965,124,45,331,239,501,4663,11,63,1,
1524,11,8478,11,875,11,7004,11,10,223,134,186,4000,11,10,1,
1632,92,7292,398,1722,90,6016,16,10,301,249,354,4289,18,10,11,
1763,185,7098,222,1226,106,5849,110,83,339,234,518,4584,152,28,3,
1599,138,7587,334,1012,115,6085,155,10,349,236,440,4339,11,89,1,
1594,128,8122,11,1293,11,6478,74,10,276,144,299,4000,49,10,1,
1619,119,8503,692,227,97,6286,11,92,341,110,178,4000,135,89,1,
1608,152,8381,70,833,73,6551,70,10,285,92,353,4000,11,10,1,
1654,96,7390,260,1211,11,6199,167,71,332,114,285,4623,11,75,1,
1562,18,8187,454,795,11,6673,11,21,237,158,319,4009,24,10,11,
1435,178,7975,465,1218,11,6311,73,34,283,171,214,4089,11,31,1,
1735,183,7095,761,1383,20,6350,146,63,308,182,105,4035,77,53,4,
1611,176,7884,332,1460,11,6482,11,10,283,131,87,4000,11,10,1,
1709,53,8091,600,759,125,5647,167,75,355,250,418,4044,91,105,11,
1211,59,8504,103,1300,66,5882,64,69,344,250,200,4292,82,63,11,
1686,149,8360,12,859,11,6739,65,10,260,153,85,4089,11,10,1,
1353,11,8212,437,1272,11,6439,11,25,265,166,20,4256,11,10,1,
1178,11,8653,151,969,11,6500,54,21,264,155,434,4077,11,10,1,
1679,142,7999,705,625,100,5883,138,10,325,238,11,4484,139,21,1,
1677,166,7688,316,1672,26,6192,88,29,325,145,11,4066,60,38,1,
1558,149,8162,168,1108,16,6553,48,10,261,151,119,4175,11,10,1,
1747,189,7212,302,1588,112,5903,156,92,323,232,389,4203,17,33,2,
1648,184,7236,263,1315,11,5879,147,82,333,224,498,4658,11,10,1,
1515,198,7473,87,1167,35,6609,112,61,260,160,397,4285,126,14,1,
1693,180,8069,234,1022,11,6392,11,10,295,124,304,4008,106,40,1,
1400,11,8142,451,1269,55,6376,41,10,293,208,35,4132,33,43,1,
1709,183,7137,282,949,11,6247,81,10,297,193,421,4903,66,10,1,
1448,11,8177,293,896,11,7384,23,10,203,11,11,4000,11,10,1,
1496,192,7990,718,894,64,6290,28,22,285,188,11,4288,11,22,1,
1334,38,8008,619,1323,77,6154,130,10,305,197,115,4129,50,10,1,
1755,40,7182,162,1078,17,6067,11,88,315,238,416,5020,82,18,11,
1434,11,8327,16,1206,11,6900,11,10,233,122,197,4000,11,10,1,
1194,11,8355,218,1367,11,6939,24,10,220,113,11,4000,16,10,1,
1541,102,8171,300,1063,33,6689,30,10,250,112,11,4117,60,10,1,
1661,140,8554,138,1036,112,5808,30,21,355,250,202,4124,32,26,11,
1279,215,8305,155,978,69,6231,158,10,314,170,251,4236,118,10,1,
1067,196,8551,147,831,87,6799,91,48,299,11,219,4079,11,63,1,
1662,113,8160,84,1052,11,6439,76,59,269,166,86,4219,74,29,1,
1473,34,8490,130,1217,39,6181,39,69,315,194,201,4021,38,48,11,
1641,219,8021,456,841,102,6070,143,74,325,209,120,4198,11,69,1,
1412,11,8399,320,955,11,6169,141,68,322,187,364,4119,11,10,1,
1652,125,7412,11,1114,11,6362,40,102,354,11,521,4763,11,10,1,
1742,92,7280,134,933,67,6073,96,105,350,138,521,4699,167,92,11,
860,240,8837,365,808,11,6351,52,10,342,122,221,4219,51,10,1,
1643,220,7243,123,1011,100,6004,84,43,323,247,448,4795,139,70,7,
1650,108,8220,213,1131,25,5834,24,105,355,202,220,4340,41,21,11,
1578,181,8081,348,997,100,6403,29,41,295,136,154,4082,35,29,11,
1590,250,8242,80,884,87,5943,167,105,355,208,235,4071,167,105,11,
1343,250,8168,78,1340,44,6218,41,34,341,230,225,4082,51,44,11,
1713,11,7612,744,1172,71,6232,11,59,303,188,11,4239,123,10,1,
1772,80,7930,245,1337,108,5694,167,105,355,250,102,4072,167,105,11,
1740,222,7633,632,1434,11,5938,11,42,328,198,260,4000,11,39,1,
746,250,9000,240,511,81,6384,81,76,239,250,239,4236,65,91,11,
1467,11,8161,270,1231,11,6909,11,10,223,98,65,4000,22,10,1,
1556,149,8174,542,756,24,6584,11,10,280,169,142,4000,82,20,1,
1133,11,8760,695,353,11,6615,17,21,261,150,38,4332,79,23,1,
1631,250,7536,350,808,125,6057,154,105,355,170,522,4160,161,105,11,
1613,205,8355,647,312,45,6557,11,10,307,83,212,4069,11,62,1,
1468,11,8532,354,512,11,6816,95,10,299,15,275,4023,68,10,1,
1188,158,8245,436,1205,11,6555,11,10,269,153,11,4226,11,10,1,
1630,151,7795,547,1350,102,6195,34,10,275,236,11,4017,86,60,1,
1403,127,8287,142,1123,11,6834,39,10,265,97,11,4099,39,11,2,
1772,201,8174,101,904,125,5773,55,105,355,250,522,4052,52,48,11,
1745,137,7857,106,1470,11,6322,44,10,317,114,345,4000,11,10,1,
1678,53,8063,488,629,71,6883,44,62,246,68,128,4000,76,10,1,
1472,204,7951,186,1506,23,6434,45,29,349,63,45,4114,11,67,1,
1599,46,8048,717,720,23,6549,27,34,290,170,161,4064,20,21,11,
1632,102,8143,239,1094,41,6425,11,10,321,66,382,4007,11,15,1,
1336,176,8806,374,67,53,6467,93,18,276,182,286,4272,75,18,1,
1670,243,8397,255,504,13,6088,162,15,345,166,339,4118,143,38,4,
1753,180,7245,200,1481,89,6422,11,32,334,171,280,4177,89,35,1,
1542,12,8289,11,1008,11,7129,11,10,230,132,51,4015,38,10,1,
1658,11,8146,97,1048,50,6797,11,28,272,53,251,4000,21,56,1,
1577,152,8100,429,776,11,6509,65,10,284,176,95,4294,11,10,1,
1772,250,7193,320,1319,89,6115,88,97,355,177,262,4251,106,95,11,
1669,11,7930,438,1473,119,5754,153,10,342,235,211,4000,59,95,1,
1636,165,7297,11,1049,90,6120,11,10,320,217,477,4955,131,10,1,
1750,139,7328,762,1187,90,6164,68,57,326,220,100,4094,138,76,1,
1475,38,8585,38,709,34,6524,40,26,315,74,28,4448,116,39,11,
1307,243,8155,111,1253,125,6566,108,54,328,27,49,4041,19,103,11,
1588,11,8073,383,1124,52,6530,11,10,258,184,254,4000,11,10,1,
998,26,8699,107,972,125,6344,22,87,355,170,438,4114,20,16,7,
1615,250,8315,253,458,125,5953,167,105,355,219,191,4211,167,105,11,
1551,167,7996,717,926,69,6299,11,10,302,146,17,4232,11,45,1,
1214,199,8191,675,1237,11,5836,11,10,332,224,260,4245,44,10,1,
1613,206,8498,11,1123,11,6380,11,16,323,92,24,4170,11,10,1,
1539,233,7783,446,1445,107,5812,156,96,339,231,33,4038,156,85,1,
1714,164,7765,378,1362,87,6177,26,93,318,170,29,4128,29,49,11,
1669,125,7272,98,1670,115,5848,80,10,335,230,453,4489,81,24,1,
1561,220,7872,619,1311,31,6281,11,72,329,98,73,4000,11,10,1,
1438,116,8296,792,496,48,6533,47,105,312,47,39,4063,101,56,11,
1572,41,8205,191,903,36,6955,25,41,247,79,104,4023,33,34,11,
1672,100,8264,100,753,99,6014,159,62,304,241,517,4053,54,104,4,
1198,155,8515,131,953,27,6864,11,10,254,167,128,4000,76,10,1,
1690,152,8052,68,1159,34,6465,31,37,300,153,310,4027,11,10,1,
1027,80,8639,733,392,59,6318,121,43,292,193,82,4361,108,51,1,
1222,215,8657,152,245,123,6385,137,102,353,15,190,4591,11,101,1,
1229,34,8542,335,884,41,6132,152,88,342,173,396,4030,73,38,11,
1406,201,8259,87,901,72,6468,127,11,297,92,393,4009,114,62,1,
1578,134,8018,127,1394,125,6032,131,35,355,137,138,4123,131,31,11,
1728,93,7101,302,1026,125,5795,90,79,355,250,522,4824,94,105,11,
1766,11,8078,11,1253,115,6141,154,10,344,185,253,4094,74,10,1,
1736,70,8434,11,1146,98,6031,11,10,314,196,352,4046,34,10,1,
1688,234,7112,374,1049,11,5942,11,85,328,224,498,4805,50,88,1,
1772,100,7007,792,1152,16,5788,18,18,355,250,522,4610,73,18,9,
1772,250,6904,107,1067,125,5906,167,105,355,250,522,4715,139,105,11,
1236,16,8308,502,955,19,6723,39,13,270,121,194,4044,45,14,1,
1392,11,8337,107,1090,11,6923,34,10,289,103,130,4000,22,40,1,
1732,86,7572,700,1559,11,6301,11,10,293,168,35,4000,11,10,1,
1635,112,8225,24,1008,54,6596,94,26,319,126,158,4017,24,71,11,
923,38,9000,291,502,88,6499,151,105,355,53,261,4034,134,55,11,
1696,178,8190,369,997,49,6377,11,43,274,177,11,4106,11,10,1,
1608,250,8233,344,604,74,5964,167,73,355,250,81,4214,167,105,11,
1481,11,8149,135,1488,53,6363,11,37,289,183,278,4000,11,10,1,
1249,189,8422,89,1142,77,6275,95,80,312,175,80,4144,77,83,11,
1726,20,7996,657,981,24,6035,21,28,330,250,204,4096,16,105,11,
1164,11,8624,503,272,11,7420,11,10,211,46,195,4000,11,10,1,
1020,60,8545,82,1281,74,6648,64,78,337,58,51,4058,77,56,11,
1671,30,8103,11,1390,34,6278,84,10,281,209,11,4261,94,32,1,
1772,250,6995,79,1266,125,5812,42,54,355,250,469,4834,81,105,11,
1156,32,8838,170,603,82,6566,95,32,308,213,218,4027,104,45,11,
1759,231,7137,11,1414,107,5829,59,64,349,231,514,4769,11,10,5,
1668,60,8503,715,130,11,6708,76,10,278,157,162,4000,11,10,1,
1041,51,8792,610,910,11,6064,11,76,328,217,200,4167,11,10,1,
1606,54,7927,629,1230,48,6206,122,44,346,106,56,4036,40,39,11,
1344,194,7965,264,1514,92,6136,112,10,324,213,296,4007,11,17,1,
1590,174,7796,562,1434,38,6201,22,83,314,164,54,4014,22,21,11,
1729,221,8281,493,259,100,5975,141,64,317,221,299,4213,123,63,1,
1608,121,8140,109,978,11,6364,136,10,308,123,471,4095,15,10,1,
1586,65,8077,480,880,104,6472,11,10,335,38,331,4060,11,39,1,
1582,162,8327,272,887,37,6482,71,25,285,193,44,4021,62,39,11,
1109,20,8576,20,1432,20,6301,20,14,304,192,419,4009,17,43,4,
1772,80,7133,224,976,56,6144,113,57,312,203,501,4716,137,65,11,
1772,24,8078,792,979,33,5802,167,36,355,250,36,4019,41,105,11,
1674,95,7246,585,1265,66,6353,113,43,266,197,457,4006,97,36,1,
1551,122,7852,365,1631,21,6105,145,10,285,230,19,4000,148,15,1,
1290,229,8286,11,1023,11,6892,11,49,317,170,101,4057,11,41,1,
1609,128,7728,562,1393,59,6227,92,36,294,186,163,4000,12,10,1,
1386,11,8046,766,1142,58,6301,38,70,322,123,215,4000,11,10,1,
1772,250,7048,37,1426,43,5821,28,105,339,250,522,4772,34,42,11,
1629,153,8076,510,976,31,6450,52,10,266,162,163,4000,11,10,1,
1771,250,7820,95,1567,71,5641,166,105,355,248,227,4000,165,10,9,
1498,50,7907,270,1718,16,6320,20,45,335,86,58,4079,23,64,11,
1380,11,8295,312,976,53,6641,27,10,272,187,256,4000,51,28,1,
1099,98,8665,101,916,125,6231,81,99,355,93,339,4087,95,105,11,
1352,170,8281,301,1156,11,6403,11,10,281,170,209,4019,87,38,1,
1636,41,7969,418,1252,59,6398,108,10,305,146,30,4000,109,18,1,
1608,191,7986,565,913,27,6328,53,15,310,137,345,4000,11,10,1,
1772,250,6909,149,1046,125,5829,167,105,349,250,522,4744,167,105,11,
1426,176,8722,93,128,65,6602,92,80,265,172,480,4000,146,42,11,
1271,11,8571,11,1050,68,6334,38,27,303,196,387,4133,89,10,1,
1770,236,7094,195,920,59,6104,92,75,352,250,503,4684,60,95,11,
1706,16,7707,719,1394,63,6154,87,44,317,169,11,4061,40,11,1,
978,112,8884,63,226,11,7534,58,10,224,116,262,4000,11,10,1,
1219,78,8818,26,263,11,7066,111,10,299,77,87,4395,29,10,1,
1582,11,7920,407,1487,11,6299,11,10,289,204,201,4046,11,10,1,
1292,32,8418,455,1417,66,5961,36,103,339,201,42,4032,35,60,11,
1516,128,8104,536,914,32,5874,148,49,342,226,161,4334,82,43,11,
1686,145,8009,11,1150,25,6688,74,23,263,135,103,4088,75,24,1,
1760,237,7023,779,998,11,6414,20,10,265,240,250,4258,144,90,1,
1230,54,8904,63,104,63,6599,108,62,266,110,103,4668,59,96,11,
1105,234,8653,379,724,54,6372,53,91,344,35,263,4027,67,88,11,
1697,33,7376,446,1398,34,6277,53,31,290,170,221,4387,38,38,11,
1361,14,8190,724,1032,33,6176,13,11,312,200,267,4001,108,55,3,
1074,11,8658,11,1311,11,6318,11,86,332,77,363,4169,57,10,1,
1695,25,8337,11,1063,12,6600,11,10,290,157,243,4000,35,10,1,
1761,11,8160,373,822,11,6485,11,85,242,234,36,4247,11,10,1,
1172,234,8222,14,1573,48,6146,68,10,332,231,365,4000,43,41,1,
1049,210,8669,11,834,11,6565,11,10,319,145,171,4424,60,10,1,
1505,128,8442,703,243,15,6092,44,105,352,220,398,4224,13,12,4,
1547,84,7537,254,1162,23,5956,22,17,355,195,469,4760,90,18,11,
1699,222,7179,92,968,87,6011,148,87,315,235,487,4760,152,57,1,
1729,128,8652,430,452,52,5977,167,105,355,250,46,4035,44,67,11,
1718,221,7710,329,1596,18,6223,12,17,307,203,91,4010,24,14,7,
1674,141,8004,240,899,36,6570,141,40,339,54,85,4133,56,87,1,
1713,189,7407,66,920,91,6192,11,18,295,238,474,4812,11,62,1,
1609,11,8080,717,519,11,6878,136,10,224,124,45,4114,11,10,1,
1734,113,7125,761,1234,11,6046,28,10,324,222,162,4708,11,10,1,
1610,153,8018,101,1194,11,6634,40,68,276,133,152,4088,11,10,1,
902,192,8767,41,911,68,6495,72,34,268,204,51,4393,28,63,11,
